resource_id,fte_assigned,billable_hours,bench_time,overallocated
296,163.31,28,419.01,1
297,204.21,35,256.63,0
298,147.29,12,384.39,0
299,99.63,51,159.59,0
300,329.55,6,363.84,1
301,190.59,12,11.0,0
302,438.08,30,258.06,1
303,471.19,37,113.15,1
304,237.32,49,339.12,1
305,244.74,4,335.82,1
306,64.58,29,79.25,0
307,371.01,35,355.53,1
308,435.35,52,12.63,0
309,176.15,4,12.14,0
310,82.13,20,237.73,0
311,66.18,18,448.5,0
312,109.09,42,366.55,0
313,201.72,14,211.93,0
314,350.66,27,393.9,1
315,315.92,3,372.49,1
316,103.8,30,341.13,0
317,137.15,11,178.11,0
318,491.04,4,80.18,1
319,362.38,58,30.17,0
320,383.03,28,213.28,1
321,341.79,49,66.31,0
322,69.28,50,489.51,1
323,274.94,12,427.14,1
324,381.41,20,91.59,0
325,111.26,16,194.33,0
326,436.48,30,417.09,1
327,13.38,29,32.82,0
328,414.86,4,493.53,1
329,454.8,45,108.28,1
330,163.68,53,275.85,0
331,469.83,56,254.36,1
332,497.85,14,79.71,1
333,61.96,16,150.17,0
334,226.4,13,465.58,1
335,262.57,43,118.97,0
336,450.33,36,127.14,1
337,24.09,39,216.66,0
338,219.31,38,126.02,0
339,211.34,13,430.1,1
340,493.07,7,62.35,1
341,76.05,43,446.94,1
342,253.72,27,141.11,0
343,44.36,45,203.32,0
344,208.8,51,222.4,0
345,313.82,52,222.9,1
346,38.25,20,68.8,0
347,456.78,17,32.5,0
348,290.64,51,193.68,0
349,379.84,59,413.01,1
350,454.27,43,392.76,1
351,29.22,42,221.51,0
352,373.56,12,103.06,0
353,330.77,11,421.69,1
354,168.02,20,180.37,0
355,449.46,4,86.66,0
356,208.33,46,346.72,1
357,406.12,39,335.81,1
358,69.25,36,240.97,0
359,326.38,55,289.02,1
360,340.0,10,33.07,0
361,411.12,45,325.71,1
362,462.02,36,181.96,1
363,192.44,25,86.7,0
364,390.01,11,189.18,1
365,39.07,7,488.47,0
366,272.53,38,273.64,1
367,368.13,12,80.43,0
368,21.43,2,183.43,0
369,367.44,5,194.06,1
370,17.15,47,429.96,0
371,174.36,28,116.05,0
372,310.51,3,484.04,1
373,130.05,39,326.34,0
374,205.69,43,480.81,1
375,471.88,57,364.63,1
376,128.39,9,147.25,0
377,446.75,15,467.59,1
378,13.94,32,96.19,0
379,78.75,3,359.91,0
380,344.25,16,226.27,1
381,271.45,34,383.8,1
382,87.89,26,338.22,0
383,354.58,4,149.61,0
384,52.22,47,80.36,0
385,181.44,7,224.17,0
386,99.51,28,346.55,0
387,336.1,43,433.42,1
388,226.95,19,338.14,1
389,418.11,5,498.11,1
390,309.74,38,134.04,0
391,120.99,34,420.37,1
392,137.82,45,48.32,0
393,446.26,36,206.5,1
394,480.16,7,106.75,1
395,125.14,58,360.01,0
396,231.62,49,393.97,1
397,46.85,33,358.44,0
398,351.03,49,250.38,1
399,167.18,52,498.15,1
400,424.94,1,211.35,1
401,101.77,2,23.4,0
402,105.89,27,344.4,0
403,38.25,27,135.22,0
404,432.94,59,429.56,1
405,72.02,13,361.12,0
406,389.33,43,381.03,1
407,190.73,27,131.02,0
408,270.87,17,320.83,1
409,129.57,38,186.01,0
410,260.0,52,148.22,0
411,253.87,27,172.94,0
412,323.39,55,87.34,0
413,415.76,31,80.86,0
414,499.02,3,292.75,1
415,41.61,29,429.21,0
416,81.49,57,303.72,0
417,240.16,58,489.53,1
418,163.3,54,482.25,1
419,286.55,2,421.68,1
420,453.65,25,87.02,1
421,34.95,24,379.24,0
422,373.04,25,421.65,1
423,457.02,3,39.33,0
424,391.69,25,340.84,1
425,478.9,49,310.01,1
426,101.11,9,486.06,1
427,407.04,12,145.33,1
428,266.16,10,370.89,1
429,281.44,30,426.07,1
430,350.28,25,176.36,0
431,393.35,37,105.16,0
432,288.85,25,470.45,1
433,456.03,31,487.97,1
434,178.49,35,306.59,0
435,117.73,13,272.06,0
436,403.52,46,466.42,1
437,67.17,21,427.68,0
438,175.28,53,134.3,0
439,85.65,26,58.08,0
440,312.57,37,421.07,1
441,261.29,49,44.64,0
442,485.77,44,76.63,1
443,55.39,19,376.78,0
444,52.35,10,454.8,0
445,388.56,56,81.22,0
446,444.33,5,176.78,1
447,302.7,18,339.75,1
448,433.62,42,246.97,1
449,13.76,25,42.0,0
450,458.28,28,332.59,1
451,222.07,5,226.69,0
452,475.16,35,31.33,0
453,350.89,36,458.31,1
454,446.54,5,409.73,1
455,479.48,3,252.27,1
456,131.15,23,354.37,0
457,126.11,38,490.7,1
458,16.37,26,28.76,0
459,462.61,12,278.08,1
460,453.09,46,301.37,1
461,233.31,31,174.17,0
462,79.58,51,298.77,0
463,101.8,30,395.88,0
464,371.05,31,481.92,1
465,264.36,10,177.54,0
466,32.95,51,385.39,0
467,475.72,47,392.61,1
468,98.39,23,166.91,0
469,491.96,41,351.02,1
470,371.7,35,325.75,1
471,304.54,45,358.66,1
472,346.58,32,143.16,0
473,304.57,19,105.33,0
474,401.23,30,298.01,1
475,97.72,51,38.16,0
476,23.47,10,179.68,0
477,70.78,14,339.2,0
478,123.91,54,391.5,1
479,32.79,12,124.47,0
480,337.57,10,27.53,0
481,58.09,28,299.31,0
482,279.75,57,199.4,0
483,100.61,6,469.83,1
484,471.82,39,414.23,1
485,372.3,11,346.65,1
486,302.17,11,78.15,0
487,139.66,47,195.21,0
488,403.87,59,29.76,0
489,271.12,33,177.68,0
490,101.61,27,429.38,1
491,37.42,49,343.25,0
492,80.98,13,48.5,0
493,203.54,33,212.49,0
494,218.21,26,350.61,1
495,195.27,49,431.35,1
496,472.12,11,119.1,1
497,49.24,40,48.61,0
498,123.2,40,481.24,1
499,154.31,30,33.7,0
500,321.72,54,53.8,0
